,Posted.On,BHK,Size,Floor,Area.Type,Area.Locality,City,Furnishing.Status,Tenant.Preferred,Bathroom,Point.of.Contact,Rent,Abby,Adamgosmire,Addy,Akin_Mitu,Burkhalter,Daria,DeYoung,Lucas_Nick,Ternes,Trey,Will
98,5/23/2022,2,1200,Ground out of 2,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,4.041392685,4.118346972,4.45331834,4.134774454,4.168292002,4.162696781,4.156142408,4.159107994,4.079287058,4.163006547,4.146152053,4.175183165
99,6/30/2022,2,1050,5 out of 5,Carpet Area,"Hoodi Circle, Hoodi",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.301029996,4.21883701,4.161368002,4.368321003,4.340471891,4.34183537,4.328890376,4.346447335,4.322983348,4.362823857,4.356256224,4.239370084
100,7/6/2022,1,360,4 out of 20,Carpet Area,"Antop Hill, Wadala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4.477121255,4.353429374,4.079181246,4.403874143,4.415709515,4.404868368,4.331361327,4.429364826,4.351537764,4.449205028,4.440500256,4.465508554
101,6/28/2022,2,425,Ground out of 2,Carpet Area,Old Washermanpet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.041392685,4.052967539,4.041392685,3.997942723,4.044097244,4.038860762,4.063370388,4.040084715,3.996086232,4.00086393,4.048516772,4.053296084
102,6/29/2022,3,1960,8 out of 20,Super Area,aparna sarovar grande,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.568201724,4.44123818,4.851258349,4.614550463,4.644923452,4.662460107,4.608023846,4.62395041,4.653731266,4.645333582,4.642716946,4.586928206
103,6/18/2022,3,2792,5 out of 9,Super Area,Kellys,Chennai,Furnished,Bachelors/Family,5,Contact Owner,5.113943352,4.608392625,4.330413773,4.603116974,4.864929367,4.905139435,4.728475949,4.870308128,4.891288554,4.857014014,4.874905422,4.734872734
104,5/19/2022,2,1000,3 out of 4,Super Area,Basaveshwara Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.255272505,4.198151347,4.176091259,4.172712401,4.164692607,4.162279885,4.164251434,4.172728298,4.189572735,4.176107554,4.175224875,4.206416218
105,7/8/2022,4,4000,9 out of 9,Super Area,Perungudi,Chennai,Semi-Furnished,Bachelors,4,Contact Agent,5.079181246,4.664227351,4.330413773,4.759676275,5.088654318,5.180270629,5.213510007,5.219665277,5.117217807,5.273657772,5.220733443,4.239370084
106,6/12/2022,2,900,2 out of 5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.380211242,4.138539349,4.146128036,4.328887721,4.309012232,4.316412866,4.298669732,4.306863476,4.236054944,4.335218103,4.317286406,4.380168332
107,7/3/2022,2,850,1 out of 4,Carpet Area,Baranagar,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,4,4.11811967,4.146128036,4.135361402,4.010861722,4.055249478,4.011019039,4.051454879,4.263142713,4.084681282,4.042156705,4.192128313
108,6/20/2022,1,150,3 out of 4,Super Area,Malleshwaram,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,3.77815125,3.972352936,3.812913357,3.822334586,3.978714571,3.92894128,3.903327447,3.94079973,3.800869343,3.918220315,3.943252635,3.920573192
109,6/11/2022,3,1132,10 out of 16,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.397940009,4.334999949,4.230448921,4.483642121,4.45193144,4.475183405,4.453674222,4.45769405,4.374076357,4.425608002,4.4683826,4.455291177
110,7/6/2022,2,771,15 out of 37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,4.633468456,4.65217831,4.491361694,4.727357662,4.669379931,4.737423475,4.655366716,4.711301306,4.727069566,4.732379911,4.732527104,4.653859401
111,6/13/2022,2,1080,3 out of 5,Carpet Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.204119983,4.116766338,4.255272505,4.359292924,4.292889166,4.276486226,4.290494527,4.281072611,4.294144807,4.26687601,4.292477654,4.405472421
112,5/27/2022,3,1450,3 out of 7,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors,3,Contact Agent,5.113943352,4.699177478,5.093421685,4.826783866,4.979258273,5.07005356,5.053967319,4.952170608,5.205272937,4.966361897,4.957750528,4.852886083
113,7/10/2022,3,1444,11 out of 14,Super Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,4.812913357,4.500069052,4.330413773,4.566965415,4.590576879,4.649657367,4.567592932,4.632698294,4.603246696,4.610754415,4.612202878,4.55622796
114,7/10/2022,3,1200,2 out of 2,Carpet Area,Kellys,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,4.380211242,4.250057731,4.330413773,4.273528747,4.33576295,4.311375005,4.285904786,4.327348859,4.184021698,4.325433952,4.329904697,4.239370084
115,6/29/2022,3,1440,3 out of 6,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.397940009,4.403747437,4.330413773,4.341994028,4.424445224,4.412342279,4.385024858,4.395304617,4.621239721,4.438858022,4.416390851,4.401017332
116,6/1/2022,3,1800,Ground out of 2,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.161368002,4.391905204,4.380211242,4.241674553,4.304367836,4.274498657,4.255471457,4.272588253,4.33024453,4.219484977,4.264328257,4.34799731
117,5/27/2022,1,200,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,3.903089987,3.887159908,3.84509804,3.938793092,4.074755042,4.08337438,4.032629994,4.079553747,3.91074543,4.079539062,4.084819576,4.207495799
118,5/12/2022,2,1100,2 out of 5,Carpet Area,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.477121255,4.23349294,4.278753601,4.355340943,4.350958445,4.35035847,4.339105764,4.344099567,4.327069153,4.334633333,4.352612365,4.4020458
119,5/29/2022,4,1691,20 out of 32,Carpet Area,"Oberoi Prisma, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent,5.255272505,4.632521667,5.614897216,5.0661062,5.194430938,5.254589364,5.034689679,5.379176813,5.309848537,5.428162202,5.397693958,4.924159293
120,5/18/2022,1,550,2 out of 3,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,3.929418926,3.943687956,4.113943352,4.061650126,4.110137954,4.140010929,4.091895622,4.143322478,4.098685827,4.087878151,4.147262114,4.244314801
121,6/25/2022,2,700,1 out of 2,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,3.84509804,3.93582231,4.176091259,4.157229168,4.033138628,4.020892385,3.997322425,4.025397713,4.065492838,4.02277182,4.024135311,4.292447474
122,6/18/2022,1,550,2 out of 3,Carpet Area,"Luz, Mylapore",Chennai,Unfurnished,Bachelors,1,Contact Owner,4,3.921590732,4,3.892696348,3.864495861,3.882612897,3.883177201,3.88793694,3.952919026,3.872583429,3.900638977,3.926958135
123,6/16/2022,3,1100,3 out of 5,Super Area,Kudlu Gate,Bangalore,Unfurnished,Family,3,Contact Owner,4.130333768,4.334035471,4.472756449,4.299658103,4.314789843,4.36381209,4.266275251,4.278142416,4.274644509,4.294484212,4.282784068,4.327282736
124,5/27/2022,1,360,1 out of 2,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.77815125,3.98409529,3.903089987,3.809242061,3.943343139,3.963040887,3.967470454,3.964270004,3.910679177,3.960195279,3.963070915,3.873694061
125,6/8/2022,3,2100,1 out of 2,Super Area,Srinivaspura,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,4.544068044,4.520229178,4.579783597,4.413827603,4.646586122,4.613470397,4.559512422,4.612155073,4.445087038,4.619006447,4.610447445,4.505823258
126,6/3/2022,3,2000,1 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,3,Contact Owner,4.544068044,4.484871332,5.008600172,4.448180853,4.571738358,4.567286187,4.491861869,4.499024705,4.492048592,4.498807077,4.500780223,4.487075338
127,7/1/2022,2,380,1 out of 1,Super Area,Prem Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3.740362689,3.990683016,4.204119983,3.976961779,4.07666189,4.110039489,4.098140741,4.10909431,4.268363484,4.081855649,4.097863954,4.239370084
128,7/6/2022,2,1296,9 out of 22,Carpet Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.477121255,4.346830036,4.301029996,4.45864573,4.392065734,4.440889382,4.379860016,4.429352998,4.636232877,4.445180231,4.435756338,4.422708575
129,4/29/2022,3,900,Ground out of 1,Super Area,Kalyan Nagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.397940009,4.206397172,4.431363764,4.165669473,4.311190448,4.321765255,4.275027203,4.316488986,4.142467682,4.303697328,4.300263563,4.294012786
130,6/4/2022,4,1648,21 out of 58,Carpet Area,"Sheth Auris Serinity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,5.146128036,4.645601843,5.539076099,5.062974249,5.185412502,5.263830377,5.343411305,5.307306244,5.248152182,5.339556737,5.390782581,4.915492803
131,6/29/2022,2,850,1 out of 2,Carpet Area,Prashant Collony Extension,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.079181246,4.159670096,4.204119983,4.105243284,4.133232947,4.109204763,4.137249404,4.117518177,4.167212783,4.15768453,4.13398056,4.168794035
132,5/31/2022,3,1850,1 out of 5,Super Area,Kompally,Hyderabad,Semi-Furnished,Family,2,Contact Owner,4.301029996,4.506961939,4.342422681,4.30199846,4.383350957,4.370806944,4.366634791,4.319311785,4.393665823,4.270255356,4.321522748,4.359788636
133,5/23/2022,1,250,Ground out of 2,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3.602059991,3.8040344,3.84509804,3.745246235,3.801576541,3.827168091,3.838968018,3.823900424,3.693571685,3.822892713,3.811528096,3.712797355
134,5/14/2022,1,350,1 out of 3,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3.544068044,3.84639278,3.875061263,3.822495777,3.90289901,3.927706617,3.927617961,3.920558082,3.923152353,3.931559136,3.917564443,3.780467441
135,5/27/2022,2,680,Ground out of 2,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,4.096910013,3.906101878,4.113943352,4.059900502,3.936860622,3.958601057,3.944765985,3.932638268,4.180470096,3.937926311,3.93484455,4.069856116
136,6/4/2022,1,500,2 out of 3,Super Area,Kengeri Satellite Town,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3.84509804,3.886684813,3.954242509,3.880132175,3.854009308,3.867628125,3.875714611,3.872737488,3.885490014,3.880959924,3.87239031,3.849275993
137,4/29/2022,3,2000,Upper Basement out of 3,Carpet Area,A 307 Blossom Heights,Hyderabad,Furnished,Bachelors,3,Contact Owner,4.342422681,4.527850418,5.146128036,4.403127072,4.571738358,4.559978405,4.491861869,4.561009253,4.471883004,4.559741886,4.551333835,4.492073846
138,5/10/2022,1,600,Ground out of 3,Super Area,Kacharakanahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3.84509804,3.83464547,3.977723605,3.88293041,3.874982414,3.8840684,3.890678461,3.887669165,3.907785476,3.85699117,3.876191791,3.800614572
139,5/12/2022,2,600,1 out of 2,Super Area,"Egmore, PH Road",Chennai,Unfurnished,Family,1,Contact Owner,4.301029996,4.020208027,4.041392685,3.967954624,3.969244015,3.963549803,3.970547973,3.931312098,3.937742284,3.910477061,3.934883866,4.008563166
140,6/25/2022,1,300,10 out of 31,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,4,3.949903613,3.875061263,4.012593669,3.88025365,3.965170626,3.892576318,3.934051757,3.952023353,3.932377646,3.976867697,3.910206672
141,6/23/2022,2,840,2 out of 4,Super Area,Medahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.079181246,4.145892055,4.176091259,4.141764884,4.131135636,4.135254062,4.135467051,4.138695249,4.151795271,4.140379164,4.141766046,4.166964924
142,6/2/2022,2,700,2 out of 3,Super Area,Budwel,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.929418926,4.056454871,4.041392685,4.015860769,3.974689283,3.955150605,3.990333844,3.983192633,4.107014461,3.970260114,3.98912515,4.076290187
143,5/29/2022,2,1375,1 out of 1,Carpet Area,"Central Bank Colony, Chromepet",Chennai,Furnished,Family,1,Contact Owner,4.255272505,4.276278963,4.204119983,4.137574149,4.253850804,4.212515577,4.195117105,4.200260436,4.027074555,4.234005191,4.217942729,4.239370084
144,5/16/2022,2,600,1 out of 1,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,4,4.027839033,3.954242509,3.945800054,3.969244015,3.947587953,3.970547973,3.963551781,3.942246403,4.00676655,3.975972524,4.239370084
145,6/7/2022,3,1360,5 out of 9,Super Area,Chandapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.176091259,4.448915531,4.322219295,4.305055149,4.334457392,4.339998751,4.330679919,4.340488653,4.281608975,4.329427925,4.348036372,4.314647433
146,7/8/2022,2,800,1 out of 2,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,4.041392685,4.068320039,4.041392685,4.005878038,4.011190229,3.980860663,4.002691484,4.020940398,3.972557854,4.032882052,4.003745625,4.034189169
147,5/12/2022,2,1500,Ground out of 1,Super Area,Madanankppam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.176091259,4.199207529,4.255272505,4.126108473,4.231211322,4.186764592,4.211389706,4.194852655,4.258583637,4.176709958,4.181921363,4.226043567
148,7/1/2022,3,1625,8 out of 11,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3,Contact Agent,4.698970004,4.522647407,4.330413773,4.649876649,4.712256597,4.673653429,4.678615642,4.714273717,4.606379036,4.680382133,4.696134248,4.572790784
149,7/6/2022,1,900,3 out of 5,Carpet Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,3.954242509,4.016939089,4.041392685,4.152511633,4.141541284,4.173443429,4.109682154,4.195577353,4.153875517,4.209547017,4.177901637,4.295384275
150,6/29/2022,2,750,Ground out of 1,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,3.653212514,4.01537841,4.176091259,4.025816683,4.000397662,4.001707131,3.961700363,4.005017235,3.903649866,4.02311736,3.994186792,4.084114252
151,7/9/2022,2,742,17 out of 36,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Unfurnished,Family,2,Contact Agent,4.681241237,4.597348457,4.462397998,4.722926733,4.66329773,4.65700191,4.647987893,4.681947513,4.866147403,4.706990832,4.692415046,4.578307279
152,6/27/2022,1,800,Ground out of 3,Super Area,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Semi-Furnished,Family,1,Contact Owner,4.041392685,4.091065982,4,3.920853824,3.955275446,3.967021679,3.959170844,3.932961919,4.036781136,3.871824842,3.921100015,3.909603496
153,6/1/2022,4,5000,4 out of 15,Carpet Area,Juhu,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,6.079181246,4.700754622,5.831229694,5.1025271,5.559879384,5.49523018,6.892135926,5.781262873,5.726108326,5.760571382,5.79082735,5.325630769
154,6/22/2022,2,2000,7 out of 10,Super Area,Guduvancheri,Chennai,Furnished,Bachelors/Family,2,Contact Owner,4.287734566,4.35472084,4.491361694,4.395289517,4.458142067,4.417645734,4.389442008,4.437408968,4.506738127,4.460048865,4.438487025,4.368183166
155,7/10/2022,2,1300,3 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.176091259,4.160966056,4.397940009,4.383733527,4.33903,4.314206732,4.334782274,4.342901976,4.530571926,4.329959553,4.33133621,4.428154349
156,7/6/2022,3,2600,8 out of 18,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Family,4,Contact Agent,4.929418926,4.6703559,4.770852012,4.685350208,4.906235339,4.947295479,4.837455079,4.860057709,4.961526767,4.884766385,4.85650773,4.714195829
157,7/7/2022,3,1771,10 out of 18,Super Area,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.556302501,4.541538587,4.462397998,4.600350056,4.659158938,4.699823997,4.630611499,4.682102078,4.657862948,4.632927087,4.667642298,4.571023964
158,7/4/2022,3,1100,3 out of 3,Carpet Area,Dwarka Sector 9,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.477121255,4.364162833,4.260071388,4.230884852,4.360276677,4.353948802,4.378861271,4.385132169,4.472668751,4.400121729,4.383404494,4.239370084
159,5/5/2022,1,730,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.929418926,3.947266857,3.977723605,3.940515483,3.940594271,3.939357894,3.948173571,3.95732948,3.878987444,3.957562243,3.955511119,3.939483332
160,5/18/2022,2,700,Ground out of 2,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.301029996,4.030786976,4.204119983,4.063721756,4.063426469,4.050393557,4.068505469,4.049095511,4.05850905,3.997270531,4.053971901,4.074416608
161,7/6/2022,6,4200,Ground out of 2,Super Area,Kuntloor,Hyderabad,Semi-Furnished,Bachelors/Family,5,Contact Owner,4.477121255,4.490897454,5.491361694,4.565531394,4.984720602,5.057315044,5.177924788,5.287025321,5.120871803,5.305730898,5.257927273,4.84063698
162,7/6/2022,3,1680,7 out of 19,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.653212514,4.591592557,4.462397998,4.59040571,4.640073411,4.683927463,4.614959496,4.65326781,4.634900946,4.659690957,4.650521305,4.55808487
163,6/18/2022,2,800,Ground out of 5,Super Area,"Chintal, NH 7",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,4.044371951,4.230448921,4.131665629,4.030524918,4.050220597,4.048051523,4.022761574,4.061971966,3.990559494,4.023269366,4.096527243
164,5/29/2022,2,750,Ground out of 1,Carpet Area,Tambaram East,Chennai,Unfurnished,Family,2,Contact Owner,4,4.10509546,4.264817823,4.034735009,4.073913022,4.074689745,4.077034244,4.025965655,4.051248913,4.058577708,4.026424326,4.085612621
165,6/20/2022,2,1188,Ground out of 4,Super Area,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,4.255272505,4.11890155,4.361727836,4.171531244,4.165775229,4.160638695,4.153975775,4.156124826,4.237493989,4.136824286,4.149719026,4.173019453
166,6/20/2022,2,1115,1 out of 4,Super Area,"Abbiareddy Layout, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.352182518,4.253549272,4.361727836,4.171134931,4.18881168,4.181863734,4.185299539,4.184714479,4.274245766,4.169898766,4.185141178,4.20379373
167,7/6/2022,1,80,Ground out of 2,Super Area,Rhoda Mistri Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.477121255,3.891464218,3.698970004,3.595041402,3.879672491,3.763489576,3.817879402,3.793095377,3.837244749,3.792481446,3.763858532,3.759008699
168,5/23/2022,2,700,4 out of 9,Carpet Area,Kamla Nagar,Mumbai,Furnished,Bachelors,2,Contact Agent,4.812913357,4.685375024,4.494154594,4.720652456,4.776554238,4.754781079,4.778495737,4.785233283,4.824763652,4.803626121,4.792575899,4.691520801
169,7/6/2022,2,670,4 out of 16,Carpet Area,"Velentine Tower, Goregaon East",Mumbai,Semi-Furnished,Family,2,Contact Owner,4.681241237,4.499035762,4.469822016,4.488886069,4.521251181,4.450690929,4.495478553,4.500380548,4.526042537,4.530796783,4.507682537,4.424838961
170,6/26/2022,3,2210,4 out of 5,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Owner,4.431363764,4.641594442,5.255272505,4.398000247,4.532063487,4.520174188,4.459383566,4.463684179,4.545544532,4.445513092,4.465359093,4.50986354
171,5/3/2022,1,550,Ground out of 2,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,3.954242509,3.901583335,3.954242509,3.849183872,3.780471454,3.827864163,3.810966649,3.813725596,3.950414696,3.780505042,3.811457523,3.930117949
172,5/29/2022,3,1480,2 out of 3,Super Area,Nizam Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,4.397940009,4.417296264,4.991226076,4.395288375,4.462678204,4.434650069,4.408033185,4.441403896,4.458297907,4.465268438,4.446485047,4.430339042
173,6/21/2022,3,1250,2 out of 4,Carpet Area,Chittaranjan Park Block B,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.698970004,4.398247798,4.330413773,4.470018415,4.630238414,4.611079681,4.641087252,4.61119121,4.487757782,4.599448566,4.623767796,4.513585592
174,5/27/2022,2,1100,1 out of 2,Super Area,Nri Layout,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,4.176091259,4.177925763,4.230448921,4.139231359,4.147318895,4.145583613,4.138185452,4.14088834,4.177784755,4.138092121,4.138885197,4.180655995
